sy_name,hostname,hd_name,hip_name,sy_snum,sy_pnum,sy_mnum,cb_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,sy_refname,ra,dec,glat,glon,sy_dist,sy_vmag,sy_gaiamag,rocky_count,gas_giant_count,ice_giant_count,has_rocky_planet,has_gas_giant,has_ice_giant,has_rocky_planet_in_carbon_zone,has_rocky_planet_in_sulfur_zone,has_rocky_planet_in_silicon_zone,has_gas_planet_in_carbon_zone,has_gas_planet_in_sulfur_zone,has_gas_planet_in_silicon_zone,distance_from_sol_ly,calculated_x,calculated_y,calculated_z,carbon_ranking,sulfur_ranking,silicon_ranking,combined_score,stability_score,stability_symbol,manual_entry,distance_from_origin_ly,origin_hostname
Sol,Sol,,,1.0,8.0,421.0,0,,G2 V,5772.0,1.0,1.0,0.0,Fe/H,0.0,4.44,4.6,1.41,1.997,25.0,,0.0,0.0,0.0,0.0,0.0,-26.74,-26.8,4,4,2,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0,circle,1,0.0,Sol
55 Cnc,55 Cnc,HD 75732,HIP 43587,2.0,7.0,0.0,0,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,G8 V,5200.0,,0.85,0.23,[Fe/H],,4.5,5.0,,2.0,44.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,133.1468373,28.3298154,37.69663,196.79526,12.5855,5.95084,5.72973,0,4,0,0,1,0,0,0,0,1,2,3,41.04836338,-24.70962177143627,26.36204946942983,19.47934998557246,1.0,2.0,3.0,2.0,0,circle,0,41.04836338,Sol
55 Cnc,55 Cnc B,,,2.0,7.0,0.0,0,<a refstr=MOUTOU_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...705A.190M/abstract target=ref>Moutou et al. 2026</a>,M4.5 V,3286.0,0.274,0.26,0.16,[M/H],,4.86,10.0,,1.29,92.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,133.167908,28.3152863,37.71118,196.81868,12.4773,13.152,11.6798,0,0,0,0,0,0,0,0,0,0,0,0,40.695462588,-24.510147571943506,26.129969984239455,19.30279798048989,0.0,0.0,0.0,0.0,0,circle,0,40.695462588,Sol
AU Mic,AU Mic,HD 197481,HIP 102409,1.0,4.0,0.0,0,<a refstr=MALLORQUIN_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...689A.132M/abstract target=ref>Mallorqu&iacute;n et al. 2024</a>,M1 V,3540.0,0.862,0.635,0.01,[Fe/H],-0.97757,4.37,0.019,,9.2,4.86,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,311.2911369,-31.34245,-36.80401,12.65304,9.7221,8.81,7.84038,0,1,0,0,1,0,0,0,0,0,0,0,31.709212475999994,17.871020337498624,-20.348503016446646,-16.493611276324117,0.0,0.0,0.0,0.0,2,square,0,31.709212475999994,Sol
COCONUTS-2,COCONUTS-2 A,,,1.0,1.0,0.0,0,<a refstr=ZHANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...916L..11Z/abstract target=ref>Zhang et al. 2021</a>,M3 V,3406.0,0.388,0.37,0.0,[Fe/H],-1.732,4.83,0.475,,,2.83,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,117.300914,-76.702696,-23.12313,288.91588,10.8864,11.298,10.146,0,1,0,0,1,0,0,0,0,0,1,1,35.506646784,-3.7457547868415806,7.2569829036504006,-34.55470280666174,0.0,1.0,1.0,0.6666666666666666,2,square,0,35.506646784,Sol
GJ 338,GJ 338 B,HD 79211,HIP 120005,2.0,1.0,0.0,0,<a refstr=DITOMASSO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...38D/abstract target=ref>DiTomasso et al. 2023</a>,M0 V,4014.0,0.58,0.64,-0.03,[Fe/H],-1.10127,4.68,4.0,,2.3,16.61,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,138.5916722,52.6835211,42.66615,164.94013,6.33256,7.7,7.04775,0,0,0,0,0,0,0,0,0,0,0,0,20.6540243936,-9.390805123398438,8.281534529203217,16.426128229969237,0.0,0.0,0.0,0.0,0,circle,0,20.654024393599997,Sol
GJ 338,GJ 338 A,HD 79210,HIP 45343,2.0,1.0,0.0,0,<a refstr=DITOMASSO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...38D/abstract target=ref>DiTomasso et al. 2023</a>,M0 V,4001.0,0.58,0.69,-0.05,[Fe/H],-1.10292,4.68,4.0,,2.9,16.3,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,138.5839158,52.6841592,42.66141,164.94047,6.33278,7.64,6.96885,0,0,0,0,0,0,0,0,0,0,0,0,20.654741936799997,-9.389872940372555,8.28297246298289,16.426838339039286,0.0,0.0,0.0,0.0,0,circle,0,20.654741936799997,Sol
GJ 486,GJ 486,,HIP 62452,1.0,1.0,0.0,0,<a refstr=CABALLERO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...665A.120C/abstract target=ref>Caballero et al. 2022</a>,M3.5 V,3291.0,0.339,0.333,-0.15,[Fe/H],-1.9165,4.82,4.0,11.57,2.0,49.9,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,191.981531,9.7494181,72.60142,300.0371,8.07426,11.39,10.094,0,0,0,0,0,0,0,0,0,0,0,0,26.3346834456,-25.38892538282554,-5.3880295249813575,4.459501981522675,0.0,0.0,0.0,0.0,0,circle,0,26.334683445599996,Sol
GJ 514,GJ 514,,HIP 65859,1.0,1.0,0.0,0,<a refstr=DAMASSO_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.187D/abstract target=ref>Damasso et al. 2022</a>,M0.5-1.0 V,3728.0,0.5,0.51,-0.14,[Fe/H],-1.36653,4.76,0.8,,,28.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,202.5040424,10.3725387,70.9386,333.2377,7.61778,9.05,8.20621,0,0,0,0,0,0,0,0,0,0,0,0,24.845846536799996,-22.578782815163283,-9.354304440083531,4.473437733794577,0.0,0.0,0.0,0.0,0,circle,0,24.8458465368,Sol
GJ 806,GJ 806,,HIP 102401,1.0,2.0,0.0,0,<a refstr=PALLE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A..80P/abstract target=ref>Palle et al. 2023</a>,M1.5 V,3600.0,0.4144,0.413,-0.28,[Fe/H],-1.58528,4.98,5.0,8.6,2.0,41.4,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,311.2697002,44.5002351,1.00774,84.07015,12.0445,10.79,9.82461,0,0,0,0,0,0,0,0,0,0,0,0,39.28385941999999,18.481529859510104,-21.059534506157732,27.53453597514057,0.0,0.0,0.0,0.0,0,circle,0,39.28385941999999,Sol
GJ 887,GJ 887,HD 217987,HIP 114046,1.0,4.0,0.0,0,<a refstr=HARTOGH_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...707A..93H/abstract target=ref>Hartogh et al. 2026</a>,M1 V,3688.0,0.468,0.495,-0.06,[Fe/H],-1.43415,4.156,2.9,,2.5,38.7,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,346.5027573,-35.8473489,-65.98674,5.09735,3.28679,7.56,6.52199,0,0,0,0,0,0,0,0,0,0,0,0,10.720062792399998,8.449476824909938,-2.0281098568349667,-6.27796607723533,0.0,0.0,0.0,0.0,0,circle,0,10.720062792399998,Sol
Gl 725,Gl 725 A,HD 173739,HIP 91768,2.0,1.0,0.0,0,<a refstr=CORTES_ZULETA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A.164C/abstract target=ref>Cort&eacute;s-Zuleta et al. 2025</a>,M3,3433.0,0.351,0.33,-0.19,[Fe/H],-1.809,4.87,6.2,,,103.1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,280.6834312,59.638109,24.23792,89.29524,3.5214,8.94,7.84944,0,0,0,0,0,0,0,0,0,0,0,0,11.485257383999999,1.076207787803163,-5.704710726111446,9.910054969856995,0.0,0.0,0.0,0.0,0,circle,0,11.485257383999999,Sol
HD 260655,HD 260655,HD 260655,HIP 31635,1.0,2.0,0.0,0,<a refstr=LUQUE_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...664A.199L/abstract target=ref>Luque et al. 2022</a>,M0 V,3803.0,0.439,0.439,-0.43,[Fe/H],-1.43997,5.2,5.0,7.3,2.0,37.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,99.2915429,17.5662696,4.86549,195.67069,10.0055,9.63,8.876041,0,0,0,0,0,0,0,0,0,0,0,0,32.63353858,-5.023251904195725,30.70358766610599,9.84908548998771,0.0,0.0,0.0,0.0,0,circle,0,32.63353858,Sol
HD 48948,HD 48948,HD 48948,HIP 32769,1.0,3.0,0.0,0,<a refstr=DALAL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.531.4464D/abstract target=ref>Dalal et al. 2024</a>,K3 V,4593.0,0.679,0.686,-0.21,[Fe/H],,4.61,11.48,3.073421,2.0,43.45,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,102.489811,60.3373133,23.16543,155.49874,16.9043,8.58,8.11311,0,0,0,0,0,0,0,0,0,0,0,0,55.134388707999996,-5.900950913111289,26.639887932065783,47.90924720231851,0.0,0.0,0.0,0.0,1,diamond,0,55.134388707999996,Sol
HN Lib,HN Lib,,HIP 71253,1.0,1.0,0.0,0,<a refstr=GONZ_AACUTE_LEZ__AACUTE_LVAREZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.141G/abstract target=ref>Gonz&aacute;lez-&Aacute;lvarez et al. 2023</a>,M4.0 V,3347.0,0.299,0.291,-0.18,[Fe/H],-1.99542,4.76,4.4,,2.0,96.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,218.5684823,-12.5170062,43.15722,338.42026,6.24442,11.311,9.87882,0,0,0,0,0,0,0,0,0,0,0,0,20.3665504952,-15.545380507037601,-12.395719576710308,-4.414029920662929,0.0,0.0,0.0,0.0,0,circle,0,20.366550495200002,Sol
L 98-59,L 98-59,,,1.0,5.0,0.0,0,<a refstr=CADIEUX_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..154C/abstract target=ref>Cadieux et al. 2025</a>,M3 V,3415.0,0.3155,0.2923,-0.46,[Fe/H],-1.91364,4.91,4.94,13.0,,77.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,124.5328604,-68.3144658,-17.5933,281.81705,10.6194,11.685,10.5976,0,0,0,0,0,0,0,0,0,0,0,0,34.635810264,-7.2551150448792185,10.54329875226926,-32.18449175845057,0.0,0.0,0.0,0.0,0,circle,0,34.635810264,Sol
LSPM J2116+0234,LSPM J2116+0234,,,1.0,1.0,0.0,0,<a refstr=LALITHA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A.116L/abstract target=ref>Lalitha et al. 2019</a>,M3.0 V,3475.0,0.431,0.43,-0.05,[Fe/H],-1.69897,4.95,2.0,,2.0,42.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,319.1147513,2.5807711,-30.34854,53.9463,17.6297,11.961,10.8595,0,0,0,0,0,0,0,0,0,0,0,0,57.500324332,43.42741942727155,-37.59844486545925,2.5891087022466186,0.0,0.0,0.0,0.0,0,circle,0,57.500324332,Sol
tau Boo,tau Boo,HD 120136,HIP 67275,2.0,1.0,0.0,0,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,F7 V,6450.0,,1.2,0.28,[Fe/H],,4.3,2.0,,14.8,4.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,206.8134593,17.4571647,73.89072,358.93289,15.6521,4.48635,4.36617,0,1,0,0,1,0,0,0,0,0,0,0,51.050263276,-43.46284598701953,-21.967479803597318,15.314706341816645,0.0,0.0,0.0,0.0,1,diamond,0,51.050263275999995,Sol
ups And,ups And,HD 9826,HIP 7513,2.0,3.0,0.0,0,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,F8 V,6200.0,,1.2,0.09,[Fe/H],,4.2,3.0,,9.2,12.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,24.1983534,41.4038147,-20.66791,132.00045,13.4054,4.09565,3.98687,0,2,0,0,1,0,0,0,0,0,1,1,43.722516424,29.91319990597049,13.442491798043958,28.916402405761303,0.0,1.0,1.0,0.6666666666666666,0,circle,0,43.722516424000005,Sol
14 Her,14 Her,HD 145675,HIP 79248,1.0,2.0,0.0,0,<a refstr=TURNBULL_2015 href=https://ui.adsabs.harvard.edu/abs/2015arXiv151001731T/abstract target=ref>Turnbull 2015</a>,K0V,5388.0,0.96,1.07,0.46,[Fe/H],-0.155,4.51,5.24,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,242.6021014,43.8163621,46.94447,69.16849,17.9323,6.61935,6.383,0,2,0,0,1,0,0,0,0,0,0,0,58.487272388,-19.4200806289825,-37.46849684995809,40.4936197882655,0.0,0.0,0.0,0.0,0,circle,0,58.48727238800001,Sol
47 UMa,47 UMa,HD 95128,HIP 53721,1.0,3.0,0.0,0,<a refstr=TURNBULL_2015 href=https://ui.adsabs.harvard.edu/abs/2015arXiv151001731T/abstract target=ref>Turnbull 2015</a>,G0V,5882.0,1.24,1.06,0.04,[Fe/H],0.233,4.31,6.48,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,164.8647611,40.4304931,63.3677,175.78305,13.7967,5.03352,4.87837,0,3,0,0,1,0,0,0,0,0,1,2,44.998764851999994,-33.06460504398686,8.943335161891483,29.182828644132908,0.0,1.0,2.0,1.0,0,circle,0,44.998764851999994,Sol
51 Peg,51 Peg,HD 217014,HIP 113357,1.0,1.0,0.0,0,<a refstr=TURNBULL_2015 href=https://ui.adsabs.harvard.edu/abs/2015arXiv151001731T/abstract target=ref>Turnbull 2015</a>,G5V,5787.0,1.15,1.05,0.2,[Fe/H],0.161,4.36,6.76,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,344.3675399,20.7690958,-34.7275,90.06374,15.4614,5.45309,5.28647,0,1,0,0,1,0,0,0,0,0,0,0,50.428283783999994,45.40718253262788,-12.705647723929212,17.882004802696557,0.0,0.0,0.0,0.0,0,circle,0,50.428283783999994,Sol
61 Vir,61 Vir,HD 115617,HIP 64924,1.0,3.0,0.0,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,G5 V,5577.0,0.963,0.942,-0.01,[Fe/H],-0.095,4.34,8.96,,1.9,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,199.596455,-18.3157745,44.08875,311.85177,8.50332,4.6955,4.54052,0,2,0,0,1,0,0,0,0,0,1,2,27.7340883792,-24.804025666626373,-8.830587022435354,-8.715543688939489,0.0,1.0,2.0,1.0,0,circle,0,27.734088379200003,Sol
70 Vir,70 Vir,HD 117176,HIP 65721,1.0,1.0,0.0,0,<a refstr=TURNBULL_2015 href=https://ui.adsabs.harvard.edu/abs/2015arXiv151001731T/abstract target=ref>Turnbull 2015</a>,G5V,5545.0,1.88,1.1,-0.01,[Fe/H],0.501,3.96,7.92,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,202.1064898,13.7763085,74.0991,337.65749,17.9011,4.96808,4.76178,0,1,0,0,1,0,0,0,0,0,0,1,58.385511715999996,-52.53724690631644,-21.34009606837474,13.903451572773339,0.0,0.0,1.0,0.3333333333333333,0,circle,0,58.385511715999996,Sol
G 264-012,G 264-012,,,1.0,2.0,0.0,0,<a refstr=AMADO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.188A/abstract target=ref>Amado et al. 2021</a>,M4.0 V,3326.0,0.305,0.297,0.1,[Fe/H],-1.97224,4.85,,,2.0,100.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,326.6719598,66.803848,10.16235,106.14833,16.009,13.078,11.7617,0,0,0,0,0,0,0,0,0,0,0,0,52.21431404,17.183839509547493,-11.299714970919606,47.99340258779149,0.0,0.0,0.0,0.0,0,circle,0,52.214314040000005,Sol
GJ 143,GJ 143,HD 21749,HIP 16069,1.0,2.0,0.0,0,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,K4.5,4640.0,0.695,0.73,0.003,[Fe/H],-0.6862,4.613,3.8,3.03,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,51.7501882,-63.500166,-45.82079,279.23027,16.32,8.08,7.67906,1,0,0,1,0,0,0,0,1,0,0,0,53.228659199999996,14.703651148724354,18.65161857713282,-47.636224950971034,0.0,0.0,2.0,0.6666666666666666,0,circle,0,53.228659199999996,Sol
GJ 251,GJ 251,HD 265866,HIP 33226,1.0,2.0,0.0,0,<a refstr=STOCK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...643A.112S/abstract target=ref>Stock et al. 2020</a>,M3.0 V,3451.0,0.364,0.36,-0.03,[Fe/H],-1.77211,4.96,,,2.0,122.1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,103.7002499,33.2664632,15.13189,182.93672,5.58057,9.89,8.85518,0,0,0,0,0,0,0,0,0,0,0,0,18.2013638892,-3.6044285585884435,14.785679903784775,9.98405789125448,0.0,0.0,0.0,0.0,0,circle,0,18.2013638892,Sol
GJ 357,GJ 357,,HIP 47103,1.0,3.0,0.0,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,M2.5 V,3505.0,0.337,0.342,-0.12,[Fe/H],,4.94,,,,77.8,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,144.0074644,-21.6650634,22.08045,253.88843,9.44181,10.91,9.88036,0,0,0,0,0,0,0,0,0,0,0,0,30.7950298236,-23.155936459099895,16.819163915553762,-11.368913480200117,0.0,0.0,0.0,0.0,0,circle,0,30.7950298236,Sol
GJ 367,GJ 367,,HIP 47780,1.0,3.0,0.0,0,<a refstr=LAM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...374.1271L/abstract target=ref>Lam et al. 2021</a>,M1.0 V,3522.0,0.457,0.454,-0.01,[Fe/H],-1.54061,4.777,,6.710773,,58.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,146.121464,-45.7790165,5.6589,272.24323,9.41263,10.153,9.15159,0,0,0,0,0,0,0,0,0,0,0,0,30.699857502799997,-17.7758058821199,11.935182236703803,-22.00121362357283,0.0,0.0,0.0,0.0,0,circle,0,30.699857502799993,Sol
GJ 3779,GJ 3779,,,1.0,1.0,0.0,0,<a refstr=LUQUE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...620A.171L/abstract target=ref>Luque et al. 2018</a>,M4.0 V,3324.0,0.281,0.27,0.0,[Fe/H],-2.06198,5.05,,,2.0,95.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,200.7335358,24.4639425,82.4285,14.08223,13.743,13.04,11.6266,0,0,0,0,0,0,0,0,0,0,0,0,44.82361908,-38.15715169044156,-14.44391445751274,18.562379627774757,0.0,0.0,0.0,0.0,0,circle,0,44.82361908,Sol
GJ 3929,GJ 3929,,,1.0,2.0,0.0,0,<a refstr=KEMMER_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...659A..17K/abstract target=ref>Kemmer et al. 2022</a>,M3.5 V,3369.0,0.315,0.309,0.0,[Fe/H],-1.93742,4.84,,14.96,2.0,122.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,239.5775678,35.4081141,49.59735,56.66419,15.8095,12.675,11.5109,0,0,0,0,0,0,0,0,0,0,0,0,51.563632819999995,-21.281129509087165,-36.24029121328301,29.875793699744325,0.0,0.0,0.0,0.0,0,circle,0,51.56363282,Sol
GJ 393,GJ 393,,HIP 51317,1.0,1.0,0.0,0,<a refstr=AMADO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.188A/abstract target=ref>Amado et al. 2021</a>,M2.0 V,3579.0,0.426,0.426,-0.09,[Fe/H],-1.57073,4.88,,,2.0,34.15,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,157.2288672,0.8378485,46.88333,244.47566,7.03149,9.65,8.67373,0,0,0,0,0,0,0,0,0,0,0,0,22.933626524399997,-21.143879239397577,8.875535798479751,0.3353513982969349,0.0,0.0,0.0,0.0,0,circle,0,22.9336265244,Sol
GJ 411,GJ 411,HD 95735,HIP 54035,1.0,2.0,0.0,0,<a refstr=STOCK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...643A.112S/abstract target=ref>Stock et al. 2020</a>,M1.5 V,3601.0,0.392,0.39,-0.09,[Fe/H],-1.70997,4.87,,,2.0,56.15,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,165.834471,35.972317,65.43126,185.11257,5.675773,7.49,,0,0,1,0,0,1,0,0,0,0,0,0,18.51187418588,-14.526124889613149,3.6663771320036758,10.873769369042742,0.0,0.0,0.0,0.0,0,circle,0,18.51187418588,Sol
GJ 414,GJ 414 A,HD 97101,HIP 54646,2.0,2.0,0.0,0,<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>,K7 V,4120.0,0.68,0.65,0.24,[Fe/H],-0.92445,4.65,12.4,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,167.7745044,30.4451688,67.81292,198.37152,11.8893,8.31,7.72808,0,1,0,0,1,0,0,0,0,0,0,0,38.777665307999996,-32.672635127875616,7.079293586027766,19.64916901201679,0.0,0.0,0.0,0.0,1,diamond,0,38.777665307999996,Sol
GJ 504,GJ 504,HD 115383,HIP 64792,1.0,1.0,0.0,0,<a refstr=TURNBULL_2015 href=https://ui.adsabs.harvard.edu/abs/2015arXiv151001731T/abstract target=ref>Turnbull 2015</a>,G0Vs,6234.0,1.26,1.29,0.28,[Fe/H],0.36,4.39,1.4,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,199.192348,9.4249781,71.31364,322.78669,17.5299,5.18799,5.04156,0,1,0,0,1,0,0,0,0,0,0,1,57.174820644,-53.26814672396594,-18.541954854697952,9.362722383684584,0.0,0.0,1.0,0.3333333333333333,0,circle,0,57.174820644,Sol
GJ 536,GJ 536,HD 122303,HIP 68469,1.0,2.0,0.0,0,<a refstr=SUAREZ_MASCARENO_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...702A.121S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2025</a>,,3641.0,0.529,0.528,-0.08,[Fe/H],-1.35291,4.713,4.2,,,43.63,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,210.2597264,-2.6522901,55.81739,335.05211,10.4092,9.71,8.85881,0,0,0,0,0,0,0,0,0,0,0,0,33.950230352,-29.293096792079883,-17.08989376009228,-1.5710355032462502,0.0,0.0,0.0,0.0,0,circle,0,33.950230352,Sol
GJ 581,GJ 581,,HIP 74995,1.0,3.0,0.0,0,<a refstr=VON_STAUFFENBERG_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.112V/abstract target=ref>von Stauffenberg et al. 2024</a>,M3.0 V,3500.0,0.302,0.295,-0.08,[Fe/H],-1.90781,4.97,,,2.0,132.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,229.8564725,-7.7226935,40.02208,354.07234,6.2981,10.57,9.411,0,1,0,0,1,0,0,0,0,0,1,1,20.541631036,-13.12316718740089,-15.560254380455145,-2.7603572606112996,0.0,1.0,1.0,0.6666666666666666,0,circle,0,20.541631036,Sol
